invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
S19083200060,2014-05-21,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT(-96.346969 42.447396),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27404,RED STAG HARDCORE CIDER MINI,12,500,4.7,7.05,1,7.05,0.5,0.13
S15568000060,2013-11-06,2594,HY-VEE FOOD STORE / SIOUX CITY,4500 SERGEANT ROAD,SIOUX CITY,51106,POINT(-96.346969 42.447396),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,4.74,7.11,1,7.11,0.5,0.13
INV-04560900040,2017-04-25,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT(-93.808855 41.598515),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-09259600050,2017-12-15,4947,THE MUSIC STATION,1420 W FIRST ST,CEDAR FALLS,50647,POINT(-92.462826 42.537839),7,BLACK HAWK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S27476800075,2015-08-24,3612,B AND C LIQUOR / MAQUOKETA,509 E PLATT,MAQUOKETA,52060,POINT(-90.659692 42.06922),49,JACKSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,4.7,7.05,1,7.05,0.5,0.13
INV-04254500036,2017-04-10,5236,"GIGGLE JUICE LIQUOR STATION, LLC",600 W MAIN ST,ANAMOSA,52205,POINT(-91.290834 42.108203),53,JONES,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S30847700002,2016-02-22,4604,PIT STOP LIQUORS / NEWTON,"1324, 1ST AVE E",NEWTON,50208,POINT(-93.035654 41.699173),50,JASPER,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,4.7,7.05,1,7.05,0.5,0.13
INV-03403100035,2017-02-22,5050,FAREWAY STORES #147 / CARLISLE,"1115, BLUESTEM DR",CARLISLE,50047,POINT(-93.499634 41.497945),91,WARREN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-05876800020,2017-07-04,4757,EZ MART / BONDURANT,1111 SE LINCOLN ST,BONDURANT,50035,POINT(-93.457069 41.692534),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S24681100082,2015-03-24,2578,HY-VEE / CHARLES CITY,901 KELLY ST,CHARLES CITY,50616,POINT(-92.67556 43.066993),34,FLOYD,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,4.7,7.05,1,7.05,0.5,0.13
INV-09523900042,2017-12-28,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT(-93.644943 41.542748),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-17555900061,2019-02-14,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT(-93.808855 41.598515),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-06190200040,2017-07-20,4895,BIG DISCOUNT LIQUOR,5427 CENTER POINT RD NE,CEDAR RAPIDS,52402,POINT(-91.668086 42.03348),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-10223900051,2018-02-06,4167,"IOWA STREET MARKET, INC.",1256 IOWA ST,DUBUQUE,52001,POINT(-90.668138 42.504959),31,DUBUQUE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-06817800044,2017-08-22,4895,BIG DISCOUNT LIQUOR,5427 CENTER POINT RD NE,CEDAR RAPIDS,52402,POINT(-91.668086 42.03348),57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S21102300050,2014-09-09,4117,TOBACCO SHOP / ARNOLDS PARK,612 S HIGHWAY 71 UNIT 4,ARNOLDS PARK,51331,POINT(-95.140274 43.361577),30,DICKINSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27408,JIM BEAM HONEY MINI,12,500,4.7,7.05,1,7.05,0.5,0.13
S19571400098,2014-06-17,3390,OKOBOJI AVENUE LIQUOR,1610 OKOBOJI AVENUE,MILFORD,51351,POINT(-95.149955 43.331525),30,DICKINSON,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
S27681400025,2015-09-02,4046,J AND K MARKET,113 W VANBUREN,CENTERVILLE,52544,POINT(-92.874795 40.734946),4,APPANOOSE,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
INV-03877200069,2017-03-20,3917,SMOKIN' JOE'S #2 TOBACCO AND LIQUOR OUTLET,1606 W LOCUST ST,DAVENPORT,52804,POINT(-90.599037 41.538254),82,SCOTT,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
S29572500058,2015-12-10,2587,HY-VEE FOOD STORE / JOHNSTON,5750 MERLE HAY ROAD,JOHNSTON,50131,POINT(-93.697731 41.665172),77,POLK,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
S20665900078,2014-08-14,2106,HILLSTREET NEWS AND TOBACCO,2217 COLLEGE,CEDAR FALLS,50613,POINT(-92.455796 42.517182),7,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
INV-01348100089,2016-11-02,2614,HY-VEE #3 FOOD AND DRUGSTORE,1823 E KIMBERLY RD,DAVENPORT,52807,POINT(-90.548919 41.556781),82,SCOTT,1081600.0,WHISKEY LIQUEUR,259.0,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
INV-03237200023,2017-02-13,2653,HY-VEE WINE AND SPIRITS / WASHINGTON,1004 W MADISON ST,WASHINGTON,52353,POINT(-91.704567 41.296576),92,WASHINGTON,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
INV-20848400019,2019-07-25,2515,HY-VEE FOOD STORE #1 / MASON CITY,2400 4TH ST SW,MASON CITY,50401,POINT(-93.235588 43.148451),17,CERRO GORDO,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
S25312300070,2015-04-27,2448,BOTTLE BOUTIQUE,705 E. SECOND,INDIANOLA,50125,POINT(-93.552616 41.358176),91,WARREN,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
INV-05563200008,2017-06-16,4947,THE MUSIC STATION,1420 W FIRST ST,CEDAR FALLS,50647,POINT(-92.462826 42.537839),7,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
INV-09986800065,2018-01-24,2642,HY-VEE WINE AND SPIRITS / PELLA,512 E OSKALOOSA,PELLA,50219,POINT(-92.899277 41.396961),63,MARION,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
INV-00178500018,2016-09-07,5257,MAD AVE QUIK SHOP,"405, MADISON AVE",OTTUMWA,52501,,90,WAPELLO,1081600.0,WHISKEY LIQUEUR,259,HEAVEN HILL BRANDS,27453,CINERATOR MINI,12,500,4.25,6.38,1,6.38,0.5,0.13
INV-09122400030,2017-12-11,4599,QUIK TRIP #500 / HUBBELL DM,3700 HUBBELL AVE,DES MOINES,50317,,77,POLK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S26781900096,2015-07-15,2637,HY-VEE #5 / DAVENPORT,2351 W LOCUST,DAVENPORT,52804,POINT(-90.611972 41.538207),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
INV-07612700044,2017-10-03,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-08759600013,2017-11-20,2508,HY-VEE FOOD STORE #1 / CEDAR RAPIDS,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT(-91.697941 41.97447),57,LINN,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-08962600035,2017-12-01,4247,FAREWAY STORES #879 / BELMOND,512 RIVER AVE N,BELMOND,50421,POINT(-93.616788 42.850357),99,WRIGHT,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-15903500018,2018-11-27,5462,7STAR LIQUOR & TOBACCO OUTLET,502 E AVE NW,CEDAR RAPIDS,52405,POINT(-91.680323 41.977958),57,LINN,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S26225500044,2015-06-16,2565,HY-VEE FOOD STORE / SPENCER,819 N GRAND AVE,SPENCER,51301,POINT(-95.14506 43.145897),21,CLAY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
INV-17012200015,2019-01-17,5507,QUIK TRIP #559 / FLEUR,4021 FLEUR DR,DES MOINES,50321,POINT(-93.644902 41.54787),77,POLK,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-13314500074,2018-07-18,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103,POINT(-96.420193 42.510535),97,WOODBURY,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-10039900031,2018-01-26,4247,FAREWAY STORES #879 / BELMOND,512 RIVER AVE N,BELMOND,50421,POINT(-93.616788 42.850357),99,WRIGHT,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S33088900223,2016-06-28,3390,OKOBOJI AVENUE LIQUOR,1610 OKOBOJI AVENUE,MILFORD,51351,POINT(-95.149955 43.331525),30,DICKINSON,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-04954300024,2017-05-16,5239,LEFTY'S CONVENIENCE STORE INC.,4649 HWY 13,CENTRAL CITY,52214,POINT(-91.532662 42.19892),57,LINN,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S22262200005,2014-11-07,4964,JEFF'S MARKET / WILTON,101 E 4TH ST,WILTON,52778,POINT(-91.016579 41.58873),70,MUSCATINE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
INV-13231700075,2018-07-13,3963,TOBACCO HUT #14 / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT(-95.873073 41.261866),78,POTTAWATTAMIE,1011100.0,BLENDED WHISKIES,65.0,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-16343600061,2018-12-17,2578,HY-VEE / CHARLES CITY,901 KELLY ST,CHARLES CITY,50616,POINT(-92.675068 43.067104),34,FLOYD,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-15999700077,2018-11-30,4947,THE MUSIC STATION,1420 W FIRST ST,CEDAR FALLS,50647,POINT(-92.462826 42.537839),7,BLACK HAWK,1011100.0,BLENDED WHISKIES,65,JIM BEAM BRANDS,27680,JIM BEAM KENTUCKY FIRE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-29044900020,2020-07-28,5181,CASEY'S GENERAL STORE #3434  /  DENV,"1101, JEFFERSON ST",DENVER,50622.0,,9,BREMER,1011100.0,BLENDED WHISKIES,492,WESTERN SPIRITS BEVERAGE,27692,BIRD DOG APPLE MINI,5,50,6.0,9.0,10,90.0,0.5,0.13
S24813000044,2015-03-31,2592,HY-VEE DRUGSTORE / MARSHALLTOWN,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT(-92.912505 42.027531),64,MARSHALL,1011100.0,BLENDED WHISKIES,260,DIAGEO AMERICAS,27750,SEAGRAMS SEVEN CROWN ORCHARD APPLE MINI,12,500,6.17,9.26,1,9.26,0.5,0.13
INV-00709400002,2016-10-04,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,POINT(-92.435236 42.512789),7,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,27773,DR. BLACKBERRY WHISKEY MINI,12,500,5.0,7.5,1,7.5,0.5,0.13
INV-07292300001,2017-09-18,3390,OKOBOJI AVENUE LIQUOR,1610 OKOBOJI AVENUE,MILFORD,51351,POINT(-95.149955 43.331525),30,DICKINSON,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,27773,DR. BLACKBERRY WHISKEY MINI,12,500,5.0,7.5,1,0.0,0.5,0.13
INV-03047100029,2017-02-02,5215,CODY MART,"1220, N CODY RD",LE CLAIRE,52753,POINT(-90.34429 41.611036),82,SCOTT,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,27773,DR. BLACKBERRY WHISKEY MINI,12,500,5.0,7.5,1,7.5,0.5,0.13
INV-08360200056,2017-10-31,4107,FAREWAY STORES #384 / BOONE,1711 HAWKEYE DR,BOONE,50036,POINT(-93.867439 42.037347),8,BOONE,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,27773,DR. BLACKBERRY WHISKEY MINI,12,500,5.0,7.5,1,7.5,0.5,0.13
INV-03289000020,2017-02-15,4300,FAREWAY STORES #625 / OSKALOOSA,311  3RD AVE W,OSKALOOSA,52577,POINT(-92.648062 41.292614),62,MAHASKA,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,27773,DR. BLACKBERRY WHISKEY MINI,12,500,5.0,7.5,1,7.5,0.5,0.13
INV-01861800036,2016-11-30,5319,WEST SIDE GROCERY,1802 W 7TH ST,DAVENPORT,52802,POINT(-90.60134 41.526774),82,SCOTT,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,27773,DR. BLACKBERRY WHISKEY MINI,12,500,5.0,7.5,1,7.5,0.5,0.13
INV-04896300035,2017-05-12,4947,THE MUSIC STATION,1420 W FIRST ST,CEDAR FALLS,50647,POINT(-92.462826 42.537839),7,BLACK HAWK,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,27773,DR. BLACKBERRY WHISKEY MINI,12,500,5.0,7.5,1,7.5,0.5,0.13
INV-07915300038,2017-10-11,5076,CUBBY'S SIOUX CITY,4200 S YORK ST,SIOUX CITY,51106,POINT(-96.371973 42.434257),97,WOODBURY,1081600.0,WHISKEY LIQUEUR,421,SAZERAC COMPANY  INC,27777,DR. HONEY WHISKEY MINI,12,500,5.0,7.5,1,7.5,0.5,0.13
INV-02263700062,2016-12-20,3926,LIQUOR DOWNTOWN / IOWA CITY,315 S GILBERT ST,IOWA CITY,52240,POINT(-91.530181 41.657654),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-08777600010,2017-11-21,4810,KUM & GO #518 / ANKENY,3603 NE OTTERVIEW CIRCLE,ANKENY,50021,POINT(-93.572458 41.760989),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-19298200091,2019-05-10,3818,ROUND WINDOW LIQUOR,703 W PLEASANT ST,KNOXVILLE,50138,POINT(-93.105641 41.320746),63,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-07630900004,2017-10-03,5092,KUM & GO #2035 / WEST DES MOINES,7265 VISTA DR,WEST DES MOINES,50265,POINT(-93.807839 41.589057),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-15095700111,2018-10-17,3818,ROUND WINDOW LIQUOR,703 W PLEASANT ST,KNOXVILLE,50138,POINT(-93.105641 41.320746),63,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-02673900052,2017-01-12,3926,LIQUOR DOWNTOWN / IOWA CITY,315 S GILBERT ST,IOWA CITY,52240,POINT(-91.530181 41.657654),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-07800300018,2017-10-09,2560,HY-VEE FOOD STORE / MARION,3600 BUSINESS HWY 151 EAST,MARION,52302,,57,LINN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-04501900041,2017-04-21,2178,"""DOUBLE """"D"""" LIQUOR STORE""",618 ROSSVILLE ROAD,WAUKON,52172,POINT(-91.473634 43.262114),3,ALLAMAKEE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S29785600098,2015-12-22,3723,J D SPIRITS LIQUOR,1023  9TH ST,ONAWA,51040,POINT(-96.095845 42.025841),67,MONONA,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,4.7,7.05,1,7.05,0.5,0.13
INV-12226400090,2018-05-22,5423,STAMMER LIQUOR CORP,615 2ND AVE,SHELDON,51201,POINT(-95.854899 43.184242),71,O'BRIEN,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-06292100015,2017-07-26,2566,HY-VEE FOOD STORE / KNOXVILLE,813 N LINCOLN STE 1,KNOXVILLE,50138,,63,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-08029600018,2017-10-17,4641,KUM & GO #573 / SE 14TH DM,5830 SE 14TH ST,DES MOINES,50315,,77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-00260800039,2016-09-12,2591,HY-VEE WINE AND SPIRITS / ATLANTIC,,,,,,,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-09773800035,2018-01-12,2561,HY-VEE FOOD STORE / FLEUR / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT(-93.644943 41.542748),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-17322100028,2019-02-04,3549,QUICKER LIQUOR STORE,1414 48TH ST,FORT MADISON,52627,POINT(-91.373211 40.624226),56,LEE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S28722100025,2015-10-28,2566,HY-VEE FOOD STORE / KNOXVILLE,813 N LINCOLN STE 1,KNOXVILLE,50138,,63,MARION,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,4.7,7.05,1,7.05,0.5,0.13
INV-02035700010,2016-12-08,4345,LUCKY MART,1031 WEST ST,GRINNELL,50112,POINT(-92.727379 41.745903),79,POWESHIEK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-06346200039,2017-07-28,5210,DING'S HONK'N HOLLER,"900, E  WASHINGTON  ST",CLARINDA,51632,POINT(-95.027238 40.739231),73,PAGE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-16294900046,2018-12-13,4405,KUM & GO #92 / ANKENY,1025 E  1ST ST,ANKENY,50021,POINT(-93.58166 41.731869),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-00544700009,2016-09-27,4456,KUM & GO #53 / IOWA CITY,955 MORMAN TREK BLVD,IOWA CITY,52246,POINT(-91.574075 41.649946),52,JOHNSON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-13360700058,2018-07-20,3963,TOBACCO HUT #14 / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT(-95.873073 41.261866),78,POTTAWATTAMIE,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-18041800033,2019-03-11,5001,THE MUSIC STATION / INDEPENDENCE,709 FIRST ST W,INDEPENDENCE,50644,POINT(-91.901687 42.468633),10,BUCHANAN,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-12813300019,2018-06-21,4368,KUM & GO #570 / JOHNSTON,5800 NORTHGLEN DR,JOHNSTON,50131,POINT(-93.698308 41.682764),77,POLK,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-17939700026,2019-03-05,5635,"BREW, GAS, COFFEE, SPIRIT, CIGARATTE",404  11TH ST,CORRECTIONVILLE,51016,POINT(-95.785271 42.482223),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27780,JIM BEAM APPLE MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-05922000138,2017-07-05,3820,"CHARLIE'S WINE AND SPIRITS,",507 W 19TH ST,SIOUX CITY,51103,POINT(-96.420193 42.510535),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,27781,JIM BEAM APPLE,48,100,1.25,1.88,5,8.95,0.5,0.13
INV-00716100114,2016-10-05,3818,ROUND WINDOW LIQUOR,703 W PLEASANT ST,KNOXVILLE,50138,POINT(-93.105641 41.320746),63,MARION,1081600.0,WHISKEY LIQUEUR,421.0,SAZERAC COMPANY  INC,27793,DR. APPLE WHISKEY MINI,12,500,5.0,7.5,1,7.5,0.5,0.13
S29727500012,2015-12-18,4984,FAST AVE ONE STOP,2111 PARK AVE,MUSCATINE,52761,POINT(-91.030306 41.447149),70,MUSCATINE,1011100.0,BLENDED WHISKIES,803,LEVECKE CORP,27799,UNCLE BOB'S ROOT BEER MINI,12,500,4.7,7.05,1,7.05,0.5,0.13
INV-10475200001,2018-02-19,4152,FOOD LAND SUPER MARKETS,407 W HURON,MISSOURI VALLEY,51555,POINT(-95.899346 41.557404),43,HARRISON,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28039,JIM BEAM VANILLA MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-10602800008,2018-02-26,5470,SUPER SAVER LIQUOR OF MUSCATINE,1510 A ISETT AVE,MUSCATINE,52761,POINT(-91.042755 41.440327),70,MUSCATINE,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28039,JIM BEAM VANILLA MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
