invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
INV-10927000106,2018-03-15,4969,LAKE LIQUORS WINE AND SPIRITS,910 N 8TH ST W,CLEAR LAKE,50428,POINT(-93.396651 43.142775),17,CERRO GORDO,1011200.0,STRAIGHT BOURBON WHISKIES,65,JIM BEAM BRANDS,28039,JIM BEAM VANILLA MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-17476100023,2019-02-11,4967,JEFF'S MARKET / BLUE GRASS,"102, W MAYNE ST",BLUE GRASS,52726,POINT(-90.766126 41.509119),82,SCOTT,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,28039,JIM BEAM VANILLA MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-13182800030,2018-07-11,5380,TRANSIT GENERAL STORE,2324 TRANSIT PLAZA,SIOUX CITY,51106,POINT(-96.378682 42.476368),97,WOODBURY,1011200.0,STRAIGHT BOURBON WHISKIES,65.0,JIM BEAM BRANDS,28039,JIM BEAM VANILLA MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
S09400500009,2012-12-11,3959,HARTIG DRUG COMPANY #8 / UNIVERSITY,1600 UNIVERSITY AVE,DUBUQUE,52001,POINT(-90.688027 42.498279),31,DUBUQUE,1032200.0,IMPORTED VODKA - MISC,370,PERNOD RICARD USA/AUSTIN NICHOLS,2912,ABSOLUT MINI BAR,24,250,3.94,5.91,2,11.82,0.5,0.13
INV-05694800046,2017-06-23,4478,U S GAS,3000 SW 9TH ST,DES MOINES,50315,POINT(-93.625682 41.557862),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S22134200146,2014-11-03,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR,110 S ROOSEVELT HWY 61,BURLINGTON,52601,POINT(-91.141203 40.809437),29,DES MOINES,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S12590300102,2013-06-04,2522,HY-VEE WINE AND SPIRITS / SPIRIT LAK,HWY 9 & 71,SPIRIT LAKE,51360,,30,DICKINSON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
INV-07286300053,2017-09-18,5244,THE OX & WREN SPIRITS AND GIFTS,708 2ND  AVE  SE,CRESCO,52136,POINT(-92.106529 43.371131),45,HOWARD,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S17482100019,2014-02-19,4558,KUM & GO #226 / SIOUX CITY,1373 PIERCE ST,SIOUX CITY,51105,POINT(-96.405013 42.504732),97,WOODBURY,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
INV-18850600014,2019-04-19,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT(-93.619787 41.60566),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
INV-08915600034,2017-11-29,4921,MARKET EXPRESS,5340 16TH AVE SW,CEDAR RAPIDS,52404,POINT(-91.739906 41.963888),57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S09864900071,2013-01-03,2190,"CENTRAL CITY LIQUOR, INC.",1460 2ND AVE,DES MOINES,50314,POINT(-93.619787 41.60566),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S33575400003,2016-07-26,5057,KUM & GO #535 / DES MOINES,4960 E BROADWAY AVE,DES MOINES,50317,,77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S23179400052,2014-12-26,2618,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,505 BOYSON RD NE,CEDAR RAPIDS,52402,POINT(-91.63913 42.04671),57,LINN,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S09501500043,2012-12-17,3993,NEW STAR LIQUOR / W 4TH S / WATERLOO,1625 WEST 4TH ST,WATERLOO,50701,,7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S09990500039,2013-01-10,3894,SMOKIN' JOE'S #6 TOBACCO AND LIQUOR,1404  1ST AVE NE,CEDAR RAPIDS,52402,POINT(-91.6537 41.987286),57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
INV-10781700169,2018-03-07,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,POINT(-90.548919 41.556781),82,SCOTT,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S17097000014,2014-01-29,4558,KUM & GO #226 / SIOUX CITY,1373 PIERCE ST,SIOUX CITY,51105,POINT(-96.405013 42.504732),97,WOODBURY,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
INV-04130300032,2017-04-03,3918,SMOKIN' JOE'S #1 TOBACCO AND LIQUOR OUTLET,3120 ROCKINGHAM RD,DAVENPORT,52802,POINT(-90.621541 41.510082),82,SCOTT,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S18783500014,2014-05-06,4887,KUM & GO #66 / WEST DES MOINES,5308 UNIVERSITY AVE,WEST DES MOINES,50266,POINT(-93.778685 41.60046),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
INV-08109500012,2017-10-18,4921,MARKET EXPRESS,5340 16TH AVE SW,CEDAR RAPIDS,52404,POINT(-91.739906 41.963888),57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S13697400048,2013-08-01,2509,HY-VEE / DRUGTOWN #1 / CEDAR RAPIDS,1520 6TH ST SW,CEDAR RAPIDS,52404,POINT(-91.67706 41.962419),57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
S10040400085,2013-01-15,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT(-93.808855 41.598515),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S07022000050,2012-08-08,4046,J AND K MARKET,113 W VANBUREN,CENTERVILLE,52544,POINT(-92.874795 40.734946),4,APPANOOSE,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S03982700036,2012-02-08,4580,SMOKIN' JOE'S #9 TOBACCO AND LIQUOR,304 W. MADISON,WASHINGTON,52353,POINT(-91.694639 41.296493),92,WASHINGTON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S08913900011,2012-11-14,4435,KUM & GO #220  COUNCIL BLUFFS,2024 5TH AVE,COUNCIL BLUFFS,51501,POINT(-95.874965 41.25712),78,POTTAWATTAMIE,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
INV-11028900013,2018-03-21,5465,KUM & GO #1215 / AMES,4506 LINCOLN WAY,AMES,50010,,85,STORY,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S32349900105,2016-05-16,2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT(-91.668909 42.034799),57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
INV-06227100022,2017-07-21,4355,KUM & GO #124 / STORY CITY,1554 BROAD ST,STORY CITY,50248,POINT(-93.57573 42.187733),85,STORY,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S17665300081,2014-03-03,2591,HY-VEE WINE AND SPIRITS / ATLANTIC,1602 E. 7TH ST.,ATLANTIC,50022,POINT(-94.990031 41.403856),15,CASS,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
S10472500041,2013-02-07,4062,H AND A MINI MART CORP,145 UNIVERSITY AVE,DES MOINES,50314,POINT(-93.61947 41.600419),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S15938100068,2013-11-25,4947,THE MUSIC STATION,1420 W FIRST ST,CEDAR FALLS,50647,POINT(-92.462826 42.537839),7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
S32833400115,2016-06-13,2590,HY-VEE FOOD STORE #5 / CEDAR RAPIDS,3235 OAKLAND ROAD NE,CEDAR RAPIDS,52402,POINT(-91.658105 42.010971),57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S32247900001,2016-05-10,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT(-93.808855 41.598515),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S17604100077,2014-02-26,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001,,31,DUBUQUE,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
INV-04928600032,2017-05-15,4580,SMOKIN' JOE'S #9 TOBACCO AND LIQUOR OUTLET,304 W. MADISON,WASHINGTON,52353,POINT(-91.694639 41.296493),92,WASHINGTON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S15052200025,2013-10-09,4062,H AND A MINI MART CORP,145 UNIVERSITY AVE,DES MOINES,50314,POINT(-93.61947 41.600419),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
S31611800006,2016-04-05,4675,KUM & GO #113 / AMES,2801 E 13TH ST,AMES,50010,POINT(-93.575702 42.034562),85,STORY,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S14042900049,2013-08-21,3928,SMOKIN' JOE'S #12 TOBACCO AND LIQUOR,465 HWY 965 UNIT G,NORTH LIBERTY,52317,POINT(-91.60759 41.739524),52,JOHNSON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
INV-12534200001,2018-06-07,4942,EAST VILLAGE PANTRY,333 E GRAND AVE,DES MOINES,50309,POINT(-93.613492 41.590253),77,POLK,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S14240100032,2013-08-29,2448,BOTTLE BOUTIQUE,705 E. SECOND,INDIANOLA,50125,POINT(-93.552616 41.358176),91,WARREN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
INV-06418800035,2017-08-01,4502,NEIGHBORHOOD MART / WATERLOO,"2100, LAFAYETTE ST",WATERLOO,50703,POINT(-92.313972 42.489914),7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S30310900085,2016-01-21,5162,URBANDALE LIQUOR,"6401, DOUGLAS AVE",URBANDALE,50322,POINT(-93.705732 41.629411),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
INV-11546300025,2018-04-17,4378,KUM & GO #1202 / WAUKEE,650 W HICKMAN RD,WAUKEE,50263,POINT(-93.887586 41.614927),25,DALLAS,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S12326800020,2013-05-22,4420,KUM & GO #38 / OTTUMWA,534 CHURCH ST,OTTUMWA,52501,POINT(-92.418553 41.009435),90,WAPELLO,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S24738800143,2015-03-26,2616,HY-VEE FOOD AND DRUG / CLINTON,901 SOUTH 4TH ST,CLINTON,52732,POINT(-90.193204 41.836268),23,CLINTON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S17354200127,2014-02-12,2501,HY-VEE  #2 / AMES,640 LINCOLNWAY,AMES,50010,POINT(-93.619455 42.022848),85,STORY,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
INV-19937800004,2019-06-11,2572,HY-VEE FOOD STORE / CEDAR FALLS,6301 UNIVERSITY,CEDAR FALLS,50613,POINT(-92.435236 42.512789),7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S29980700065,2016-01-04,4619,SMOKIN' JOE'S #3 TOBACCO AND LIQUOR,1737 AVE H,FORT MADISON,52627,POINT(-91.329824 40.63021),56,LEE,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S03474400009,2012-01-10,4401,KUM & GO #503 / MARION,3215 7TH AVE,MARION,52302,POINT(-91.577321 42.035013),57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
INV-12920300043,2018-06-27,2536,HY-VEE / PLEASANT HILL,4815 MAPLE DRIVE,PLEASANT HILL,50317,POINT(-93.519187 41.598109),77,POLK,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S12991600102,2013-06-25,2619,HY-VEE WINE AND SPIRITS / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT(-93.808855 41.598515),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S08700700013,2012-11-01,2838,CVS PHARMACY #8658 / DAVENPORT,1655 W KIMBERLY RD,DAVENPORT,52806,POINT(-90.600088 41.559969),82,SCOTT,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
INV-13776700069,2018-08-10,3963,TOBACCO HUT #14 / COUNCIL BLUFFS,1925 W BROADWAY,COUNCIL BLUFFS,51501,POINT(-95.873073 41.261866),78,POTTAWATTAMIE,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S06478400051,2012-07-09,4109,BEST TRIP,1516 SE 1ST,DES MOINES,50315,POINT(-93.613469 41.575929),77,POLK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
INV-11588400068,2018-04-19,5436,SMOKIN' JOE'S #8 TOBACCO AND LIQUOR OUTLET,90 W. KIMBERLY RD STE 55-56,DAVENPORT,52806,,82,SCOTT,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S32984200142,2016-06-21,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFF,1745 MADISON AVE,COUNCIL BLUFFS,51503,POINT(-95.825137 41.242732),78,POTTAWATTAMIE,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S18113300012,2014-03-27,4840,INDEPENDENCE AVE LIQUOR & FOOD / WAT,1761 INDEPENDENCE AVE,WATERLOO,50707,POINT(-92.302514 42.498404),7,BLACK HAWK,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
S11698700066,2013-04-17,4580,SMOKIN' JOE'S #9 TOBACCO AND LIQUOR,304 W. MADISON,WASHINGTON,52353,POINT(-91.694639 41.296493),92,WASHINGTON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S07159500060,2012-08-16,3896,SMOKIN' JOE'S #18 TOBACCO AND LIQUOR,1901 BROADWAY ST,IOWA CITY,52240,POINT(-91.520308 41.641383),52,JOHNSON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.44,8.16,1,8.16,0.5,0.13
S30219800029,2016-01-15,3907,SMOKIN' JOE'S #16 TOBACCO AND LIQUOR,1504 PARK AVE,MUSCATINE,52761,POINT(-91.030569 41.442458),70,MUSCATINE,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
INV-14664000054,2018-09-26,3920,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR OUTLET,1606 CAMANCHE AVE,CLINTON,52732,POINT(-90.204748 41.827845),23,CLINTON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S23535400043,2015-01-16,5090,KUM & GO #437 / MUSCATINE,709 GRANDVIEW AVE,MUSCATINE,52761,POINT(-91.063509 41.408932),70,MUSCATINE,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
S15557500021,2013-11-06,3928,SMOKIN' JOE'S #12 TOBACCO AND LIQUOR,465 HWY 965 UNIT G,NORTH LIBERTY,52317,POINT(-91.60759 41.739524),52,JOHNSON,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,5.87,8.81,1,8.81,0.5,0.13
INV-13102400009,2018-07-09,5338,KUM & GO #539/ NW 2ND AVE,5050 NW 2ND AVE,DES MOINES,50313,,77,POLK,1041100.0,AMERICAN DRY GINS,370.0,PERNOD RICARD USA,32231,SEAGRAMS EXTRA DRY GIN MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
INV-62738900047,2023-09-27,2614,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,1823 E KIMBERLY RD,DAVENPORT,52807,POINT(-90.54879501 41.554922984),,SCOTT,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA,32232,SEAGRAMS EXTRA DRY GIN,48,100,0.97,1.46,5,7.3,0.5,0.13
S32702200086,2016-06-06,2605,HY-VEE DRUGSTORE #5 / CEDAR RAPIDS,2001 BLAIRS FERRY ROAD NE,CEDAR RAPIDS,52402,POINT(-91.668909 42.034799),57,LINN,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,32232,SEAGRAMS EXTRA DRY GIN,48,100,0.97,1.46,5,7.3,0.5,0.13
S08903700047,2012-11-13,2327,WEST SIDE SPIRITS,801 HULL ST,CORNING,50841,POINT(-94.743692 40.990378),2,ADAMS,1041100.0,AMERICAN DRY GINS,370,PERNOD RICARD USA/AUSTIN NICHOLS,33280,SEAGRAM'S PINEAPPLE TWISTED MINI,12,500,3.3,4.95,1,4.95,0.5,0.13
INV-23659700046,2019-12-04,2648,HY-VEE #4 / WDM,555 S 51ST ST,WEST DES MOINES,50265.0,POINT(-93.773557 41.561197),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370.0,PERNOD RICARD USA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,10,88.2,0.5,0.13
INV-22349100012,2019-10-07,5385,VINE FOOD & LIQUOR,2704 VINE ST.,WEST DES MOINES,50265,POINT(-93.741511 41.580206),77,POLK,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,10,88.2,0.5,0.13
INV-36247600053,2021-04-30,2524,HY-VEE FOOD STORE / DUBUQUE,3500 DODGE ST,DUBUQUE,52001.0,,31,DUBUQUE,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,10,88.2,0.5,0.13
INV-45540400023,2022-03-14,2509,HY-VEE / DRUGTOWN #1 / CEDAR RAPIDS,1520 6TH ST SW,CEDAR RAPIDS,52404.0,POINT(-91.67706 41.962419),57,LINN,1032200.0,IMPORTED FLAVORED VODKA,370,PERNOD RICARD USA,33466,ABSOLUT LIME MINI,10,50,5.88,8.82,10,88.2,0.5,0.13
S22286700033,2014-11-10,2327,WEST SIDE SPIRITS,801 HULL ST,CORNING,50841,POINT(-94.743692 40.990378),2,ADAMS,1032200.0,IMPORTED VODKA - MISC,395.0,PROXIMO,33537,THREE OLIVES CHERRY MINI,12,500,5.42,8.13,1,8.13,0.5,0.13
S23429000139,2015-01-13,2665,HY-VEE / WAUKEE,1005 E HICKMAN RD,WAUKEE,50263,POINT(-93.854477 41.615059),25,DALLAS,1032200.0,IMPORTED VODKA - MISC,395,PROXIMO,33537,THREE OLIVES CHERRY MINI,12,500,5.42,8.13,1,8.13,0.5,0.13
S25045300010,2015-04-14,4106,HARTIG DRUG CO. / JFK RD / DUBUQUE,2255 JOHN F KENNEDY RD,DUBUQUE,52002,POINT(-90.720518 42.511352),31,DUBUQUE,1032200.0,IMPORTED VODKA - MISC,395.0,PROXIMO,33538,THREE OLIVES GRAPE MINI,12,500,5.42,8.13,1,8.13,0.5,0.13
S21632700047,2014-10-07,2518,HY-VEE WINE AND SPIRITS / RED OAK,1607 NORTH BROADWAY,RED OAK,51566,POINT(-95.83539 41.279189),69,MONTGOMERY,1032200.0,IMPORTED VODKA - MISC,395,PROXIMO,33538,THREE OLIVES GRAPE MINI,12,500,5.42,8.13,1,8.13,0.5,0.13
INV-10576000013,2018-02-26,4345,LUCKY MART,1031 WEST ST,GRINNELL,50112,POINT(-92.727379 41.745903),79,POWESHIEK,1032200.0,IMPORTED FLAVORED VODKA,65,JIM BEAM BRANDS,33642,PINNACLE WHIPPED MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
INV-10714400009,2018-03-05,5373,SODES GREEN ACRE,7 GOETHE STREET STE. B,GUTTENBERG,52052,POINT(-91.095813 42.782907),22,CLAYTON,1032200.0,IMPORTED FLAVORED VODKA,65,JIM BEAM BRANDS,33642,PINNACLE WHIPPED MINI,12,500,5.4,8.1,1,8.1,0.5,0.13
